sentence_o_count,sentence_r_count,word_o_count,word_r_count,diff_words,similar_words,perplexity_o,perplexity_r,class,relative_diff_sent,relative_diff_word,diff_word,sim_word,diff_perplexity
38,34,660,593,117,568,12.40495205,12.65153313,2,0.105263158,0.101515152,0.177272727,0.860606061,-0.24658108
29,30,595,618,55,579,10.80294132,10.53382397,2,-0.034482759,-0.038655462,0.092436975,0.973109244,0.26911735
28,11,559,198,431,163,9.105242729,13.96036339,2,0.607142857,0.645796064,0.771019678,0.291592129,-4.855120661
33,37,754,840,90,752,11.0963974,11.03320789,2,-0.121212121,-0.114058355,0.119363395,0.99734748,0.06318951
35,34,674,633,85,611,7.073662281,7.565812111,2,0.028571429,0.060830861,0.12611276,0.90652819,-0.49214983
24,19,482,426,114,397,14.35632706,13.45108223,2,0.208333333,0.116182573,0.236514523,0.823651452,0.90524483
25,23,541,491,146,443,5.83937645,5.706074238,2,0.08,0.092421442,0.26987061,0.818853974,0.133302212
33,27,543,465,176,416,15.11763668,13.70091534,2,0.181818182,0.143646409,0.32412523,0.76611418,1.41672134
34,30,682,631,77,618,8.448698997,8.959946632,2,0.117647059,0.074780059,0.112903226,0.906158358,-0.511247635
27,30,572,626,120,539,12.4489975,12.04393673,2,-0.111111111,-0.094405594,0.20979021,0.942307692,0.40506077
31,23,577,471,240,404,15.56453419,15.34074211,2,0.258064516,0.183708839,0.415944541,0.70017331,0.22379208
31,30,591,672,93,585,17.24882507,18.57857513,2,0.032258065,-0.137055838,0.157360406,0.989847716,-1.32975006
32,31,587,594,91,545,16.86262703,16.80444336,2,0.03125,-0.011925043,0.155025554,0.928449744,0.05818367
33,31,607,573,92,544,10.50377655,10.56123447,2,0.060606061,0.05601318,0.151565074,0.896210873,-0.05745792
30,28,584,565,49,550,10.66247082,11.04072666,2,0.066666667,0.032534247,0.08390411,0.941780822,-0.37825584
31,30,528,541,73,498,11.80011654,9.586301804,2,0.032258065,-0.024621212,0.138257576,0.943181818,2.213814736
38,35,626,698,90,617,18.10409164,16.63467407,2,0.078947368,-0.115015974,0.143769968,0.985623003,1.46941757
29,25,537,536,41,516,12.03838539,12.06408024,2,0.137931034,0.001862197,0.076350093,0.960893855,-0.02569485
29,26,592,550,114,514,13.77363491,14.4864502,2,0.103448276,0.070945946,0.192567568,0.868243243,-0.71281529
34,33,623,633,82,587,11.95864105,12.76972294,2,0.029411765,-0.016051364,0.131621188,0.942215088,-0.81108189
28,23,504,492,66,465,11.6854744,13.53236485,2,0.178571429,0.023809524,0.130952381,0.922619048,-1.84689045
27,16,586,348,314,310,10.67771721,12.32318497,2,0.407407407,0.406143345,0.535836177,0.529010239,-1.64546776
28,25,593,545,128,505,9.153224945,9.158555984,2,0.107142857,0.080944351,0.215851602,0.851602024,-0.005331039
27,24,559,514,71,501,11.32157135,12.76095772,2,0.111111111,0.080500894,0.127012522,0.896243292,-1.43938637
41,31,619,487,154,476,12.64487743,14.87447548,2,0.243902439,0.213247173,0.248788368,0.768982229,-2.22959805
26,24,553,514,43,512,12.40333366,13.12204742,2,0.076923077,0.070524412,0.077757685,0.925858951,-0.71871376
30,22,645,456,189,456,14.47212696,16.42094231,2,0.266666667,0.293023256,0.293023256,0.706976744,-1.94881535
43,5,718,107,651,87,10.99117661,17.35452843,2,0.88372093,0.85097493,0.906685237,0.121169916,-6.36335182
32,30,663,594,71,593,10.97805595,12.89366627,2,0.0625,0.104072398,0.107088989,0.894419306,-1.91561032
39,39,735,735,140,665,11.58609581,12.14069366,2,0,0,0.19047619,0.904761905,-0.55459785
27,26,532,545,105,486,12.58677769,11.29893112,2,0.037037037,-0.02443609,0.197368421,0.913533835,1.28784657
29,18,570,339,359,275,8.067619324,13.32465839,2,0.379310345,0.405263158,0.629824561,0.48245614,-5.257039066
27,24,526,560,138,474,12.09765911,12.7603426,2,0.111111111,-0.064638783,0.262357414,0.901140684,-0.66268349
32,40,563,698,183,539,11.7026329,8.270344734,2,-0.25,-0.239786856,0.325044405,0.957371226,3.432288166
29,27,528,489,43,487,10.24777317,11.12759876,2,0.068965517,0.073863636,0.081439394,0.922348485,-0.87982559
38,30,642,502,142,501,7.565847874,9.16193676,2,0.210526316,0.218068536,0.221183801,0.780373832,-1.596088886
32,26,589,528,137,490,11.99476242,11.14676952,2,0.1875,0.103565365,0.232597623,0.831918506,0.8479929
31,33,559,602,139,511,12.45568275,11.02932072,2,-0.064516129,-0.076923077,0.248658318,0.914132379,1.42636203
41,29,731,618,191,579,10.46475697,12.23714542,2,0.292682927,0.154582763,0.26128591,0.792065663,-1.77238845
40,32,680,567,271,488,12.14138031,13.07700253,2,0.2,0.166176471,0.398529412,0.717647059,-0.93562222
26,24,588,549,49,544,13.01639557,13.66468525,2,0.076923077,0.066326531,0.083333333,0.925170068,-0.64828968
33,28,657,569,88,569,12.09767914,13.96578979,2,0.151515152,0.133942161,0.133942161,0.866057839,-1.86811065
29,29,610,604,126,544,11.60620117,12.45159149,2,0,0.009836066,0.206557377,0.891803279,-0.84539032
27,24,585,536,71,525,11.16338921,11.69795227,2,0.111111111,0.083760684,0.121367521,0.897435897,-0.53456306
30,22,622,470,300,396,12.83170128,16.82463646,2,0.266666667,0.24437299,0.482315113,0.636655949,-3.99293518
33,27,533,529,42,510,14.36213398,15.13946152,2,0.181818182,0.00750469,0.07879925,0.95684803,-0.77732754
28,29,569,603,102,535,11.44822502,10.46508408,2,-0.035714286,-0.059753954,0.179261863,0.940246046,0.98314094
31,35,573,649,130,546,9.117851257,8.266990662,2,-0.129032258,-0.132635253,0.226876091,0.952879581,0.850860595
30,29,594,568,26,568,12.47076035,12.84848309,2,0.033333333,0.043771044,0.043771044,0.956228956,-0.37772274
35,31,615,536,95,528,10.72605038,11.51691628,2,0.114285714,0.128455285,0.154471545,0.858536585,-0.7908659
32,30,610,571,103,539,12.8130064,13.85463619,2,0.0625,0.063934426,0.168852459,0.883606557,-1.04162979
28,31,558,627,171,507,10.65537548,9.079769135,2,-0.107142857,-0.123655914,0.306451613,0.908602151,1.575606345
35,32,594,545,127,506,10.28173447,10.69540691,2,0.085714286,0.082491582,0.213804714,0.851851852,-0.41367244
33,30,649,603,96,578,10.04296684,10.75888824,2,0.090909091,0.070878274,0.147919877,0.890600924,-0.7159214
28,26,567,553,76,522,9.346258163,9.783817291,2,0.071428571,0.024691358,0.134038801,0.920634921,-0.437559128
31,29,640,577,105,556,10.16582108,10.34698009,2,0.064516129,0.0984375,0.1640625,0.86875,-0.18115901
32,25,676,535,193,509,13.79475975,15.05947018,2,0.21875,0.208579882,0.285502959,0.75295858,-1.26471043
29,29,611,631,100,571,11.00160599,11.27608585,2,0,-0.032733224,0.163666121,0.934533552,-0.27447986
27,7,496,154,358,146,15.92518997,26.74368858,2,0.740740741,0.689516129,0.721774194,0.294354839,-10.81849861
42,32,605,551,136,510,13.73190689,16.25486183,2,0.238095238,0.089256198,0.224793388,0.842975207,-2.52295494
32,32,550,548,38,530,14.51334572,16.39671516,2,0,0.003636364,0.069090909,0.963636364,-1.88336944
34,27,627,502,181,474,11.67082405,11.40348148,2,0.205882353,0.199362041,0.288676236,0.755980861,0.26734257
35,24,623,487,176,467,16.66846848,17.20675278,2,0.314285714,0.218298555,0.282504013,0.749598716,-0.5382843
31,28,627,576,93,555,15.28339672,15.19109344,2,0.096774194,0.081339713,0.148325359,0.885167464,0.09230328
28,16,601,407,416,296,13.25911617,14.39668083,2,0.428571429,0.322795341,0.6921797,0.492512479,-1.13756466
25,12,519,288,425,191,18.76843643,21.78156471,2,0.52,0.445086705,0.818882466,0.368015414,-3.01312828
33,29,635,539,130,522,9.819963455,11.5484457,2,0.121212121,0.151181102,0.204724409,0.822047244,-1.728482245
24,24,594,575,57,556,7.686297417,8.178613663,2,0,0.031986532,0.095959596,0.936026936,-0.492316246
32,27,532,557,123,483,15.29461288,15.04542351,2,0.15625,-0.046992481,0.231203008,0.907894737,0.24918937
24,26,548,600,130,509,13.67860317,12.03502464,2,-0.083333333,-0.094890511,0.237226277,0.928832117,1.64357853
31,33,570,630,116,542,11.32027626,10.85353374,2,-0.064516129,-0.105263158,0.203508772,0.950877193,0.46674252
27,22,543,433,152,412,13.73988152,16.89576721,2,0.185185185,0.202578269,0.279926335,0.758747698,-3.15588569
28,24,608,512,158,481,12.15528297,13.74059296,2,0.142857143,0.157894737,0.259868421,0.791118421,-1.58530999
30,30,581,595,116,530,11.13032341,10.73724747,2,0,-0.024096386,0.199655766,0.91222031,0.39307594
33,24,669,478,207,470,12.91947746,14.53875256,2,0.272727273,0.285500747,0.30941704,0.702541106,-1.6192751
34,33,587,656,119,562,11.04277134,11.68392563,2,0.029411765,-0.117546848,0.202725724,0.957410562,-0.64115429
35,30,604,516,94,513,10.46317768,11.79264069,2,0.142857143,0.145695364,0.155629139,0.849337748,-1.32946301
32,35,607,681,128,580,13.85040855,15.76791954,2,-0.09375,-0.121911038,0.210873147,0.955518946,-1.91751099
30,20,629,360,365,312,10.42567158,13.85512161,2,0.333333333,0.427662957,0.580286169,0.496025437,-3.42945003
40,30,774,624,190,604,12.16522694,12.46774578,2,0.25,0.19379845,0.245478036,0.780361757,-0.30251884
34,30,643,584,73,577,10.72120571,12.16689777,2,0.117647059,0.091757387,0.113530327,0.897356143,-1.44569206
29,32,585,654,77,581,10.7433033,10.57381439,2,-0.103448276,-0.117948718,0.131623932,0.993162393,0.16948891
34,37,598,640,86,576,13.20093822,10.95227909,2,-0.088235294,-0.070234114,0.143812709,0.963210702,2.24865913
